h_a;xG;xGA;Dif;scored;missed;xpts;result;date;result;wins;draws;loses;pts;team_name;league_name;year
a;0.15924;2.81541;-2.65617;0;3;0.033;l;26/10/2015;L;0;0;1;0;Sporting Gijon;La_liga;2015
a;0.0656616;2.1509;-2.0852384;0;2;0.0683;l;12/12/2015;L;0;0;1;0;Sporting Gijon;La_liga;2015
a;0.691816;3.1536;-2.461784;1;5;0.1589;l;17/01/2016;L;0;0;1;0;Sporting Gijon;La_liga;2015
a;0.624434;6.1271;-5.502666;0;6;0.0022;l;23/04/2016;L;0;0;1;0;Sporting Gijon;La_liga;2015
h;1.2581;3.27692;-2.01882;0;4;0.328;l;21/11/2015;L;0;0;1;0;Real Madrid;La_liga;2015
a;0.866439;4.0122;-3.145761;1;4;0.0744;l;20/09/2015;L;0;0;1;0;Levante;La_liga;2015
h;1.07863;3.28662;-2.20799;0;4;0.23;l;25/10/2015;L;0;0;1;0;Levante;La_liga;2015
a;0.514585;2.74756;-2.232975;0;2;0.1584;l;20/12/2015;L;0;0;1;0;Levante;La_liga;2015
a;0.78103;4.3639;-3.58287;0;2;0.0346;l;14/02/2016;L;0;0;1;0;Levante;La_liga;2015
a;1.04939;3.1552;-2.10581;1;5;0.2463;l;21/04/2016;L;0;0;1;0;Levante;La_liga;2015
a;0.133975;3.20178;-3.067805;0;3;0.0342;l;24/01/2016;L;0;0;1;0;Celta Vigo;La_liga;2015
a;1.49242;5.54249;-4.05007;1;6;0.0288;l;14/02/2016;L;0;0;1;0;Celta Vigo;La_liga;2015
a;0.941159;3.14512;-2.203961;0;5;0.1843;l;30/08/2015;L;0;0;1;0;Real Betis;La_liga;2015
h;1.23993;4.022;-2.78207;1;3;0.1263;l;01/11/2015;L;0;0;1;0;Real Betis;La_liga;2015
h;0.128682;2.26452;-2.135838;0;1;0.1013;l;22/11/2015;L;0;0;1;0;Real Betis;La_liga;2015
a;0.457226;4.34983;-3.892604;0;4;0.0255;l;30/12/2015;L;0;0;1;0;Real Betis;La_liga;2015
h;0.211024;3.34615;-3.135126;1;1;0.0252;d;24/01/2016;D;0;1;0;1;Real Betis;La_liga;2015
a;0.598716;3.22944;-2.630724;2;2;0.0968;d;14/02/2016;D;0;1;0;1;Real Betis;La_liga;2015
a;0.68708;4.5488;-3.86172;1;5;0.0201;l;02/04/2016;L;0;0;1;0;Real Betis;La_liga;2015
a;0.278588;3.0769;-2.798312;0;3;0.0546;l;08/11/2015;L;0;0;1;0;Villarreal;La_liga;2015
h;0.393118;2.65392;-2.260802;0;3;0.0859;l;23/09/2015;L;0;0;1;0;Granada;La_liga;2015
a;0.325061;4.72913;-4.404069;0;4;0.0077;l;09/01/2016;L;0;0;1;0;Granada;La_liga;2015
h;0.383514;3.23381;-2.850296;0;3;0.0572;l;14/05/2016;L;0;0;1;0;Granada;La_liga;2015
h;0.28097;2.29034;-2.00937;0;2;0.1486;l;29/11/2015;L;0;0;1;0;Eibar;La_liga;2015
a;0.286413;2.37051;-2.084097;1;2;0.0667;l;06/12/2015;L;0;0;1;0;Eibar;La_liga;2015
a;0.30035;2.57006;-2.26971;1;3;0.0658;l;06/02/2016;L;0;0;1;0;Eibar;La_liga;2015
h;0.358263;2.45515;-2.096887;0;4;0.1045;l;06/03/2016;L;0;0;1;0;Eibar;La_liga;2015
a;0.651864;3.14654;-2.494676;0;4;0.0862;l;20/04/2016;L;0;0;1;0;Eibar;La_liga;2015
a;0.322061;2.83068;-2.508619;0;4;0.0867;l;21/11/2015;L;0;0;1;0;Aston Villa;EPL;2015
a;0.107888;2.34619;-2.238302;0;2;0.062;l;02/02/2016;L;0;0;1;0;Aston Villa;EPL;2015
h;0.60177;2.63668;-2.03491;1;3;0.2259;l;01/03/2016;L;0;0;1;0;Aston Villa;EPL;2015
a;0.121136;2.83271;-2.711574;0;4;0.0462;l;05/03/2016;L;0;0;1;0;Aston Villa;EPL;2015
h;1.47192;3.6648;-2.19288;2;4;0.3152;l;23/04/2016;L;0;0;1;0;Aston Villa;EPL;2015
a;0.222731;3.40207;-3.179339;0;4;0.0403;l;15/05/2016;L;0;0;1;0;Aston Villa;EPL;2015
a;0.373025;2.55754;-2.184515;1;2;0.1347;l;24/10/2015;L;0;0;1;0;Everton;EPL;2015
a;0.0886329;3.24472;-3.1560871;0;4;0.038;l;20/04/2016;L;0;0;1;0;Everton;EPL;2015
a;1.30184;4.50525;-3.20341;1;3;0.1183;l;07/05/2016;L;0;0;1;0;Everton;EPL;2015
a;0.173025;4.71274;-4.539715;1;5;0.0021;l;17/10/2015;L;0;0;1;0;Bournemouth;EPL;2015
h;0.490581;3.43313;-2.942549;1;5;0.0526;l;25/10/2015;L;0;0;1;0;Bournemouth;EPL;2015
a;0.343752;3.12958;-2.785828;0;2;0.0687;l;28/12/2015;L;0;0;1;0;Bournemouth;EPL;2015
a;0.93405;3.38487;-2.45082;0;0;0.1773;d;02/02/2016;D;0;1;0;1;Southampton;EPL;2015
h;1.38516;3.89623;-2.51107;2;5;0.2442;l;26/09/2015;L;0;0;1;0;Leicester;EPL;2015
a;0.832139;2.8971;-2.064961;0;3;0.1436;l;26/09/2015;L;0;0;1;0;Sunderland;EPL;2015
a;1.08103;3.51848;-2.43745;1;4;0.154;l;26/12/2015;L;0;0;1;0;Sunderland;EPL;2015
h;0.743193;3.08883;-2.345637;0;1;0.1184;l;12/09/2015;L;0;0;1;0;Crystal Palace;EPL;2015
a;0.639434;2.85501;-2.215576;0;3;0.1059;l;30/08/2015;L;0;0;1;0;Norwich;EPL;2015
h;0.487715;2.62768;-2.139965;0;3;0.1503;l;16/04/2016;L;0;0;1;0;Chelsea;EPL;2015
a;0.818937;3.22353;-2.404593;1;4;0.1481;l;22/11/2015;L;0;0;1;0;West Ham;EPL;2015
a;1.24938;3.57325;-2.32387;1;2;0.2495;l;28/02/2016;L;0;0;1;0;Swansea;EPL;2015
a;0.576457;3.31579;-2.739333;0;4;0.0524;l;24/04/2016;L;0;0;1;0;Swansea;EPL;2015
a;0.698228;3.14888;-2.450652;1;1;0.1481;d;22/08/2015;D;0;1;0;1;Stoke;EPL;2015
a;0.191277;4.42684;-4.235563;0;2;0.0096;l;12/09/2015;L;0;0;1;0;Stoke;EPL;2015
a;0.350909;2.45272;-2.101811;0;3;0.1387;l;03/02/2016;L;0;0;1;0;Stoke;EPL;2015
h;0.693548;3.05913;-2.365582;0;3;0.1657;l;06/02/2016;L;0;0;1;0;Stoke;EPL;2015
h;0.458376;2.89775;-2.439374;0;4;0.1402;l;18/04/2016;L;0;0;1;0;Stoke;EPL;2015
h;0.288737;2.94489;-2.656153;2;1;0.0723;w;15/05/2016;W;1;0;0;3;Stoke;EPL;2015
h;0.0319694;2.33948;-2.3075106;0;1;0.0692;l;29/08/2015;L;0;0;1;0;Newcastle United;EPL;2015
a;0.980279;3.3346;-2.354321;1;6;0.2008;l;03/10/2015;L;0;0;1;0;Newcastle United;EPL;2015
h;0.372387;3.27478;-2.902393;0;3;0.042;l;21/11/2015;L;0;0;1;0;Newcastle United;EPL;2015
h;0.254791;2.69046;-2.435669;0;3;0.092;l;17/10/2015;L;0;0;1;0;Watford;EPL;2015
a;0.290619;3.00742;-2.716801;0;4;0.0558;l;02/04/2016;L;0;0;1;0;Watford;EPL;2015
a;1.22333;3.96294;-2.73961;1;3;0.1057;l;20/04/2016;L;0;0;1;0;Watford;EPL;2015
a;0.154234;3.22904;-3.074806;0;5;0.0326;l;14/08/2015;L;0;0;1;0;Hamburger SV;Bundesliga;2015
a;0.420202;3.52476;-3.104558;0;3;0.0425;l;29/08/2015;L;0;0;1;0;Bayer Leverkusen;Bundesliga;2015
a;0.927753;4.08165;-3.153897;0;3;0.0725;l;20/09/2015;L;0;0;1;0;Bayer Leverkusen;Bundesliga;2015
a;0.483949;3.52773;-3.043781;1;2;0.0691;l;15/08/2015;L;0;0;1;0;Hoffenheim;Bundesliga;2015
h;0.586765;3.11642;-2.529655;0;1;0.1215;l;23/10/2015;L;0;0;1;0;Hoffenheim;Bundesliga;2015
a;0.463233;3.08952;-2.626287;0;2;0.1106;l;31/01/2016;L;0;0;1;0;Hoffenheim;Bundesliga;2015
a;0.918227;3.82557;-2.907343;1;5;0.1365;l;05/03/2016;L;0;0;1;0;Hoffenheim;Bundesliga;2015
a;0.15319;3.85642;-3.70323;1;2;0.0088;l;12/09/2015;L;0;0;1;0;Augsburg;Bundesliga;2015
a;0.293643;4.21104;-3.917397;1;5;0.0049;l;25/10/2015;L;0;0;1;0;Augsburg;Bundesliga;2015
a;0.232784;2.8596;-2.626816;1;2;0.0504;l;06/02/2016;L;0;0;1;0;Augsburg;Bundesliga;2015
a;0.784999;3.6054;-2.820401;2;4;0.1122;l;02/04/2016;L;0;0;1;0;Augsburg;Bundesliga;2015
a;0.633538;3.73248;-3.098942;1;3;0.045;l;30/08/2015;L;0;0;1;0;Hertha Berlin;Bundesliga;2015
a;0.271584;2.42975;-2.158166;0;2;0.1052;l;19/09/2015;L;0;0;1;0;Hertha Berlin;Bundesliga;2015
a;0.218952;3.93799;-3.719038;0;2;0.0185;l;28/11/2015;L;0;0;1;0;Hertha Berlin;Bundesliga;2015
a;0.280578;2.41386;-2.133282;0;5;0.0856;l;03/04/2016;L;0;0;1;0;Hertha Berlin;Bundesliga;2015
a;0.344918;2.98724;-2.642322;1;2;0.0779;l;30/04/2016;L;0;0;1;0;Hertha Berlin;Bundesliga;2015
h;0.983033;3.35901;-2.375977;1;3;0.1406;l;31/10/2015;L;0;0;1;0;Werder Bremen;Bundesliga;2015
a;0.724132;4.16408;-3.439948;0;6;0.0593;l;21/11/2015;L;0;0;1;0;Werder Bremen;Bundesliga;2015
a;0.0947484;3.14093;-3.0461816;0;5;0.0299;l;12/03/2016;L;0;0;1;0;Werder Bremen;Bundesliga;2015
a;0.436067;2.84328;-2.407213;2;3;0.1438;l;02/04/2016;L;0;0;1;0;Werder Bremen;Bundesliga;2015
a;1.09359;3.31265;-2.21906;1;0;0.245;w;20/09/2015;W;1;0;0;3;Schalke 04;Bundesliga;2015
h;0.217596;2.27848;-2.060884;1;3;0.1556;l;21/11/2015;L;0;0;1;0;Schalke 04;Bundesliga;2015
h;0.10538;2.14568;-2.0403;2;1;0.111;w;18/03/2016;W;1;0;0;3;Schalke 04;Bundesliga;2015
h;0.75194;2.77408;-2.02214;0;3;0.1483;l;26/09/2015;L;0;0;1;0;Mainz 05;Bundesliga;2015
h;1.55155;3.64229;-2.09074;0;2;0.283;l;16/10/2015;L;0;0;1;0;Mainz 05;Bundesliga;2015
a;0.136645;3.95436;-3.817715;0;2;0.0128;l;13/03/2016;L;0;0;1;0;Mainz 05;Bundesliga;2015
h;0.0514071;3.63386;-3.5824529;0;4;0.0122;l;23/08/2015;L;0;0;1;0;Ingolstadt;Bundesliga;2015
a;0.145484;2.19495;-2.049466;0;2;0.0993;l;30/01/2016;L;0;0;1;0;Ingolstadt;Bundesliga;2015
a;0.58372;2.73623;-2.15251;1;3;0.1554;l;22/11/2015;L;0;0;1;0;Darmstadt;Bundesliga;2015
a;0.61234;3.08206;-2.46972;1;3;0.1611;l;20/02/2016;L;0;0;1;0;Darmstadt;Bundesliga;2015
h;0.422078;3.36158;-2.939502;0;2;0.0565;l;02/03/2016;L;0;0;1;0;Darmstadt;Bundesliga;2015
a;0.373166;3.41346;-3.040294;0;3;0.0475;l;29/08/2015;L;0;0;1;0;Hannover 96;Bundesliga;2015
a;0.228822;3.56394;-3.335118;1;3;0.0285;l;04/12/2015;L;0;0;1;0;Hannover 96;Bundesliga;2015
h;0.221793;2.52645;-2.304657;0;1;0.0886;l;19/12/2015;L;0;0;1;0;Hannover 96;Bundesliga;2015
h;0.395343;3.15639;-2.761047;0;4;0.0931;l;01/03/2016;L;0;0;1;0;Hannover 96;Bundesliga;2015
a;1.10489;3.72164;-2.61675;1;5;0.1156;l;04/10/2015;L;0;0;1;0;Borussia Dortmund;Bundesliga;2015
a;0.18521;2.42013;-2.23492;0;4;0.091;l;15/08/2015;L;0;0;1;0;Borussia M.Gladbach;Bundesliga;2015
a;0.755739;3.23257;-2.476831;1;2;0.1099;l;30/08/2015;L;0;0;1;0;Borussia M.Gladbach;Bundesliga;2015
a;0.376285;2.75163;-2.375345;0;5;0.0849;l;12/12/2015;L;0;0;1;0;Borussia M.Gladbach;Bundesliga;2015
a;0.160394;3.68676;-3.526366;1;5;0.019;l;22/09/2015;L;0;0;1;0;Wolfsburg;Bundesliga;2015
a;1.09409;3.58106;-2.48697;2;3;0.1272;l;16/04/2016;L;0;0;1;0;Wolfsburg;Bundesliga;2015
a;0.643223;3.1369;-2.493677;1;5;0.1449;l;30/04/2016;L;0;0;1;0;Wolfsburg;Bundesliga;2015
h;0.990091;3.50891;-2.518819;1;5;0.0923;l;17/10/2015;L;0;0;1;0;Eintracht Frankfurt;Bundesliga;2015
a;0.133013;6.02931;-5.896297;1;4;0;l;13/12/2015;L;0;0;1;0;Eintracht Frankfurt;Bundesliga;2015
a;0.284883;4.71083;-4.425947;0;4;0.0079;l;07/11/2015;L;0;0;1;0;VfB Stuttgart;Bundesliga;2015
a;0.281312;3.23676;-2.955448;0;4;0.0326;l;02/03/2016;L;0;0;1;0;VfB Stuttgart;Bundesliga;2015
h;0.479435;3.53521;-3.055775;0;3;0.0605;l;23/04/2016;L;0;0;1;0;VfB Stuttgart;Bundesliga;2015
a;0.814877;2.87488;-2.060003;2;6;0.2398;l;02/05/2016;L;0;0;1;0;VfB Stuttgart;Bundesliga;2015
h;0.873428;3.89767;-3.024242;1;3;0.0841;l;07/05/2016;L;0;0;1;0;VfB Stuttgart;Bundesliga;2015
a;0.902695;2.93005;-2.027355;2;6;0.2702;l;12/09/2015;L;0;0;1;0;FC Cologne;Bundesliga;2015
a;0.230279;3.69101;-3.460731;0;4;0.0208;l;24/10/2015;L;0;0;1;0;FC Cologne;Bundesliga;2015
a;0.629179;2.84874;-2.219561;1;4;0.1669;l;25/10/2015;L;0;0;1;0;Verona;Serie_A;2015
h;0.169838;2.39349;-2.223652;0;2;0.0891;l;22/11/2015;L;0;0;1;0;Verona;Serie_A;2015
a;0.363488;4.18006;-3.816572;2;5;0.0045;l;11/02/2016;L;0;0;1;0;Verona;Serie_A;2015
a;0.313473;3.60923;-3.295757;0;3;0.0325;l;10/04/2016;L;0;0;1;0;Verona;Serie_A;2015
a;0.195173;3.53103;-3.335857;0;3;0.0164;l;20/04/2016;L;0;0;1;0;Lazio;Serie_A;2015
a;0.139356;3.4019;-3.262544;1;3;0.0206;l;04/10/2015;L;0;0;1;0;Bologna;Serie_A;2015
a;0.377709;3.91595;-3.538241;0;2;0.0135;l;20/03/2016;L;0;0;1;0;Bologna;Serie_A;2015
a;0.175203;2.64419;-2.468987;0;6;0.0643;l;19/04/2016;L;0;0;1;0;Bologna;Serie_A;2015
h;0.338728;2.68244;-2.343712;0;4;0.0827;l;17/01/2016;L;0;0;1;0;Udinese;Serie_A;2015
a;0.41324;2.93614;-2.5229;0;4;0.124;l;17/01/2016;L;0;0;1;0;Palermo;Serie_A;2015
h;0.986373;3.01088;-2.024507;1;3;0.268;l;14/02/2016;L;0;0;1;0;Palermo;Serie_A;2015
a;0.207981;2.43671;-2.228729;0;5;0.1128;l;21/02/2016;L;0;0;1;0;Palermo;Serie_A;2015
h;0.417993;3.05565;-2.637657;0;3;0.0764;l;10/04/2016;L;0;0;1;0;Palermo;Serie_A;2015
h;0.329683;2.70882;-2.379137;0;2;0.091;l;08/11/2015;L;0;0;1;0;Sampdoria;Serie_A;2015
a;1.14859;3.69609;-2.5475;1;4;0.1004;l;28/11/2015;L;0;0;1;0;Sampdoria;Serie_A;2015
h;0.631223;2.65301;-2.021787;1;3;0.227;l;06/12/2015;L;0;0;1;0;Sampdoria;Serie_A;2015
h;0.564595;3.3808;-2.816205;2;4;0.0933;l;24/01/2016;L;0;0;1;0;Sampdoria;Serie_A;2015
a;0.150904;3.28685;-3.135946;0;0;0.0236;d;20/04/2016;D;0;1;0;1;Sampdoria;Serie_A;2015
a;0.173253;2.78687;-2.613617;0;5;0.0469;l;14/05/2016;L;0;0;1;0;Sampdoria;Serie_A;2015
h;0.866071;3.03344;-2.167369;1;2;0.1261;l;30/08/2015;L;0;0;1;0;Carpi;Serie_A;2015
a;0.0810378;2.27124;-2.1902022;0;1;0.0702;l;07/02/2016;L;0;0;1;0;Carpi;Serie_A;2015
a;0.468281;2.75111;-2.282829;1;3;0.0874;l;03/04/2016;L;0;0;1;0;Napoli;Serie_A;2015
h;1.0519;3.14215;-2.09025;1;4;0.0673;l;27/09/2015;L;0;0;1;0;Inter;Serie_A;2015
a;0.479182;3.24131;-2.762128;0;3;0.0781;l;04/10/2015;L;0;0;1;0;Atalanta;Serie_A;2015
a;0.112853;3.13825;-3.025397;0;2;0.0194;l;25/10/2015;L;0;0;1;0;Atalanta;Serie_A;2015
h;0.799558;3.81906;-3.019502;1;3;0.0778;l;20/12/2015;L;0;0;1;0;Atalanta;Serie_A;2015
a;0.172012;2.52982;-2.357808;1;2;0.0956;l;02/05/2016;L;0;0;1;0;Atalanta;Serie_A;2015
a;0.239824;2.68666;-2.446836;1;5;0.1004;l;31/01/2016;L;0;0;1;0;Empoli;Serie_A;2015
a;0.407612;2.55889;-2.151278;0;2;0.1247;l;17/04/2016;L;0;0;1;0;Empoli;Serie_A;2015
a;0.635511;2.74683;-2.111319;1;1;0.1606;d;12/09/2015;D;0;1;0;1;Chievo;Serie_A;2015
h;0.178979;3.68705;-3.508071;0;4;0.0096;l;31/01/2016;L;0;0;1;0;Chievo;Serie_A;2015
a;0.382305;2.4039;-2.021595;0;1;0.17;l;03/02/2016;L;0;0;1;0;Chievo;Serie_A;2015
a;0.275541;3.32828;-3.052739;1;3;0.0539;l;05/03/2016;L;0;0;1;0;Chievo;Serie_A;2015
a;0.836519;3.15546;-2.318941;0;2;0.1718;l;30/08/2015;L;0;0;1;0;Frosinone;Serie_A;2015
a;0.738998;3.62854;-2.889542;0;2;0.1077;l;04/10/2015;L;0;0;1;0;Frosinone;Serie_A;2015
a;0.253216;2.48691;-2.233694;1;4;0.1154;l;01/11/2015;L;0;0;1;0;Frosinone;Serie_A;2015
a;0.473179;3.15518;-2.682001;0;4;0.0759;l;22/11/2015;L;0;0;1;0;Frosinone;Serie_A;2015
h;1.03341;3.94009;-2.90668;2;4;0.088;l;20/12/2015;L;0;0;1;0;Frosinone;Serie_A;2015
a;0.181481;2.31584;-2.134359;2;2;0.1181;d;06/01/2016;D;0;1;0;1;Frosinone;Serie_A;2015
h;0.317832;2.93173;-2.613898;1;5;0.0778;l;10/01/2016;L;0;0;1;0;Frosinone;Serie_A;2015
a;0.265652;2.31378;-2.048128;1;5;0.1193;l;20/04/2016;L;0;0;1;0;Frosinone;Serie_A;2015
a;0.647214;3.58716;-2.939946;3;3;0.0575;d;01/05/2016;D;0;1;0;1;Frosinone;Serie_A;2015
a;0.837464;3.96429;-3.126826;0;4;0.084;l;14/05/2016;L;0;0;1;0;Frosinone;Serie_A;2015
a;0.335527;2.50549;-2.169963;0;2;0.0887;l;23/09/2015;L;0;0;1;0;SC Bastia;Ligue_1;2015
h;0.2207;2.23633;-2.01563;1;2;0.1216;l;05/12/2015;L;0;0;1;0;SC Bastia;Ligue_1;2015
a;0.227448;2.58941;-2.361962;0;2;0.0616;l;08/01/2016;L;0;0;1;0;SC Bastia;Ligue_1;2015
a;0.233848;3.8578;-3.623952;0;4;0.0239;l;29/04/2016;L;0;0;1;0;Rennes;Ligue_1;2015
a;1.10005;3.89327;-2.79322;1;4;0.135;l;14/02/2016;L;0;0;1;0;Caen;Ligue_1;2015
a;0.801306;3.92379;-3.122484;0;6;0.1006;l;16/04/2016;L;0;0;1;0;Caen;Ligue_1;2015
h;0.475991;2.96722;-2.491229;0;2;0.1102;l;08/04/2016;L;0;0;1;0;Montpellier;Ligue_1;2015
a;0.49041;3.8289;-3.33849;0;2;0.0297;l;14/05/2016;L;0;0;1;0;Montpellier;Ligue_1;2015
a;0.338627;2.62942;-2.290793;1;5;0.135;l;23/01/2016;L;0;0;1;0;Angers;Ligue_1;2015
a;0.358858;2.98014;-2.621282;0;2;0.0644;l;30/08/2015;L;0;0;1;0;Nantes;Ligue_1;2015
a;0.293893;2.33773;-2.043837;0;2;0.1068;l;20/03/2016;L;0;0;1;0;Nantes;Ligue_1;2015
a;0.561186;4.17612;-3.614934;0;4;0.0383;l;14/05/2016;L;0;0;1;0;Nantes;Ligue_1;2015
a;0.415048;3.11111;-2.696062;0;3;0.0727;l;22/09/2015;L;0;0;1;0;Guingamp;Ligue_1;2015
h;0.459874;2.81413;-2.354256;1;2;0.0857;l;08/08/2015;L;0;0;1;0;Nice;Ligue_1;2015
h;0.562786;3.77388;-3.211094;0;3;0.0392;l;04/12/2015;L;0;0;1;0;Nice;Ligue_1;2015
h;0.13557;2.13619;-2.00062;0;3;0.1367;l;30/08/2015;L;0;0;1;0;Monaco;Ligue_1;2015
a;1.05363;4.30241;-3.24878;1;6;0.0954;l;07/05/2016;L;0;0;1;0;Monaco;Ligue_1;2015
a;0.267975;3.2103;-2.942325;0;6;0.0428;l;23/08/2015;L;0;0;1;0;Troyes;Ligue_1;2015
h;0.36672;2.39165;-2.02493;0;1;0.1732;l;31/10/2015;L;0;0;1;0;Troyes;Ligue_1;2015
a;0.294756;3.14432;-2.849564;1;4;0.0638;l;28/11/2015;L;0;0;1;0;Troyes;Ligue_1;2015
h;0.87041;3.43107;-2.56066;2;4;0.128;l;16/01/2016;L;0;0;1;0;Troyes;Ligue_1;2015
a;1.19478;3.25503;-2.06025;1;3;0.2824;l;20/02/2016;L;0;0;1;0;Troyes;Ligue_1;2015
h;1.37172;4.30333;-2.93161;0;9;0.1125;l;13/03/2016;L;0;0;1;0;Troyes;Ligue_1;2015
h;0.970684;2.98213;-2.011446;0;1;0.2891;l;13/09/2015;L;0;0;1;0;GFC Ajaccio;Ligue_1;2015
a;0.565349;4.46576;-3.900411;1;4;0.0324;l;26/10/2015;L;0;0;1;0;Saint-Etienne;Ligue_1;2015
a;0.186858;2.31074;-2.123882;0;3;0.1222;l;09/11/2015;L;0;0;1;0;Saint-Etienne;Ligue_1;2015
h;0.852137;3.2558;-2.403663;1;4;0.1541;l;07/02/2016;L;0;0;1;0;Bordeaux;Ligue_1;2015
a;0.551943;3.99474;-3.442797;0;4;0.036;l;12/03/2016;L;0;0;1;0;Bordeaux;Ligue_1;2015
a;0.336436;3.28677;-2.950334;0;3;0.0613;l;31/10/2015;L;0;0;1;0;Reims;Ligue_1;2015
a;0.19264;2.93193;-2.73929;1;5;0.0433;l;14/12/2015;L;0;0;1;0;Lyon;Ligue_1;2015
a;0.420695;2.42331;-2.002615;1;4;0.1956;l;29/08/2015;L;0;0;1;0;Lorient;Ligue_1;2015
a;0.513408;2.60881;-2.095402;1;3;0.1905;l;04/02/2016;L;0;0;1;0;Lorient;Ligue_1;2015
a;0.436345;4.14206;-3.705715;1;5;0.0143;l;19/03/2016;L;0;0;1;0;Lorient;Ligue_1;2015
a;0.618725;2.71147;-2.092745;1;4;0.1005;l;17/12/2016;L;0;0;1;0;Malaga;La_liga;2016
a;0.278286;4.85964;-4.581354;0;4;0.0054;l;15/10/2016;L;0;0;1;0;Deportivo La Coruna;La_liga;2016
a;0.521612;3.09093;-2.569318;2;4;0.1082;l;08/04/2017;L;0;0;1;0;Deportivo La Coruna;La_liga;2016
h;1.39884;4.95101;-3.55217;2;6;0.0978;l;26/04/2017;L;0;0;1;0;Deportivo La Coruna;La_liga;2016
h;0.270003;2.73735;-2.467347;0;3;0.088;l;21/08/2016;L;0;0;1;0;Real Sociedad;La_liga;2016
a;0.354952;2.8366;-2.481648;0;1;0.0991;l;04/04/2017;L;0;0;1;0;Real Sociedad;La_liga;2016
a;0.468152;2.9504;-2.482248;1;4;0.0997;l;18/12/2016;L;0;0;1;0;Espanyol;La_liga;2016
a;0.642731;3.53881;-2.896079;1;2;0.0427;l;10/09/2016;L;0;0;1;0;Las Palmas;La_liga;2016
a;0.406868;3.95422;-3.547352;0;5;0.0422;l;14/01/2017;L;0;0;1;0;Las Palmas;La_liga;2016
a;0.665833;3.27145;-2.605617;1;5;0.0964;l;14/04/2017;L;0;0;1;0;Las Palmas;La_liga;2016
a;0.116739;2.5676;-2.450861;0;3;0.0349;l;26/04/2017;L;0;0;1;0;Las Palmas;La_liga;2016
h;0.530853;2.6956;-2.164747;0;5;0.1712;l;29/04/2017;L;0;0;1;0;Las Palmas;La_liga;2016
h;1.00546;3.29348;-2.28802;0;2;0.2046;l;02/10/2016;L;0;0;1;0;Valencia;La_liga;2016
a;1.02269;4.18605;-3.16336;2;4;0.0883;l;19/03/2017;L;0;0;1;0;Valencia;La_liga;2016
a;1.38084;3.52634;-2.1455;1;2;0.2715;l;23/10/2016;L;0;0;1;0;Athletic Club;La_liga;2016
a;1.00363;3.08909;-2.08546;1;3;0.2678;l;21/05/2017;L;0;0;1;0;Athletic Club;La_liga;2016
a;0.503786;2.52857;-2.024784;0;5;0.1761;l;17/09/2016;L;0;0;1;0;Sporting Gijon;La_liga;2016
h;0.631314;3.6662;-3.034886;0;5;0.0504;l;24/09/2016;L;0;0;1;0;Sporting Gijon;La_liga;2016
h;0.451995;2.47656;-2.024565;2;3;0.1573;l;15/01/2017;L;0;0;1;0;Sporting Gijon;La_liga;2016
h;1.10417;3.304;-2.19983;2;4;0.2038;l;05/02/2017;L;0;0;1;0;Sporting Gijon;La_liga;2016
a;1.03449;3.91003;-2.87554;1;3;0.128;l;28/04/2017;L;0;0;1;0;Sporting Gijon;La_liga;2016
a;0.71755;2.8423;-2.12475;0;5;0.1845;l;04/03/2017;L;0;0;1;0;Celta Vigo;La_liga;2016
h;0.901276;3.64315;-2.741874;1;4;0.1097;l;17/05/2017;L;0;0;1;0;Celta Vigo;La_liga;2016
a;0.250977;3.84325;-3.592273;2;6;0.0266;l;20/08/2016;L;0;0;1;0;Real Betis;La_liga;2016
h;0.908061;3.98737;-3.079309;1;6;0.0855;l;15/10/2016;L;0;0;1;0;Real Betis;La_liga;2016
a;0.347362;2.55337;-2.206008;1;3;0.1165;l;25/11/2016;L;0;0;1;0;Real Betis;La_liga;2016
h;1.12868;3.35567;-2.22699;2;3;0.2161;l;26/02/2017;L;0;0;1;0;Villarreal;La_liga;2016
a;1.17809;3.26258;-2.08449;1;4;0.2615;l;06/05/2017;L;0;0;1;0;Villarreal;La_liga;2016
a;0.431857;2.78367;-2.351813;1;5;0.1291;l;28/08/2016;L;0;0;1;0;Granada;La_liga;2016
a;0.306751;3.0536;-2.746849;1;7;0.0521;l;15/10/2016;L;0;0;1;0;Granada;La_liga;2016
a;0.415223;4.18059;-3.765367;0;5;0.0152;l;07/01/2017;L;0;0;1;0;Granada;La_liga;2016
a;0.317825;2.4514;-2.133575;0;2;0.1293;l;28/01/2017;L;0;0;1;0;Granada;La_liga;2016
a;0.67033;4.09351;-3.42318;0;4;0.0617;l;13/02/2017;L;0;0;1;0;Granada;La_liga;2016
a;0.0529013;2.11012;-2.0572187;0;1;0.0883;l;04/03/2017;L;0;0;1;0;Granada;La_liga;2016
h;0.513727;3.20394;-2.690213;1;4;0.1059;l;02/04/2017;L;0;0;1;0;Granada;La_liga;2016
a;0.596929;3.39839;-2.801461;0;2;0.0931;l;21/04/2017;L;0;0;1;0;Granada;La_liga;2016
h;0.798168;4.01875;-3.220582;0;4;0.0528;l;06/05/2017;L;0;0;1;0;Granada;La_liga;2016
a;0.8164;4.7816;-3.9652;2;4;0.0236;l;21/05/2017;L;0;0;1;0;Eibar;La_liga;2016
a;1.03534;3.7979;-2.76256;2;5;0.1366;l;10/09/2016;L;0;0;1;0;Osasuna;La_liga;2016
